,Goodreads Link,Count,SOScore,Rating
0,https://www.goodreads.com/book/show/24812.The_Complete_Calvin_and_Hobbes,1,6.809354910219463,4.81
1,https://www.goodreads.com/book/show/11221285-the-way-of-kings-part-2,1,4.7117003367003365,4.79
2,https://www.goodreads.com/book/show/8.Harry_Potter_Boxed_Set_Books_1_5,1,6.437827665008737,4.79
3,https://www.goodreads.com/book/show/14742524-wheel-mouse-vs-all-the-crazy-robots,1,10.055555555555555,4.79
4,https://www.goodreads.com/book/show/30842007-fruits-basket-collector-s-edition-vol-11,1,4.694805194805195,4.78
5,https://www.goodreads.com/book/show/54741.Toda_Mafalda,1,4.574351978171896,4.76
6,https://www.goodreads.com/book/show/17332218-words-of-radiance,1,4.0084465748324645,4.74
7,https://www.goodreads.com/book/show/10.Harry_Potter_Collection,1,4.509722722362262,4.73
8,https://www.goodreads.com/book/show/19276094-digger,1,3.7720588235294117,4.73
9,https://www.goodreads.com/book/show/862041.Harry_Potter_Series_Box_Set,1,4.4021580885501415,4.73
10,https://www.goodreads.com/book/show/22310399-the-dresden-files-omnibus,1,4.76,4.73
11,https://www.goodreads.com/book/show/8662494-jim-butcher-box-set-2,1,4.140127388535032,4.73
12,https://www.goodreads.com/book/show/17671956-the-sandman-omnibus-vol-2,1,4.0638297872340425,4.73
13,https://www.goodreads.com/book/show/59715.The_Authoritative_Calvin_and_Hobbes,1,3.6339324857518633,4.72
14,https://www.goodreads.com/book/show/10583902-tropical-infectious-diseases,1,6.0,4.71
15,https://www.goodreads.com/book/show/1700210.Alexander_and_the_Magic_Mouse,1,3.3488372093023258,4.71
16,https://www.goodreads.com/book/show/2186848.The_Absolute_Sandman_Volume_Three,1,3.500984898227183,4.71
17,https://www.goodreads.com/book/show/1108124._,1,5.008190008190009,4.7
18,https://www.goodreads.com/book/show/20749.Study_Bible,1,5.317769130998703,4.7
19,https://www.goodreads.com/book/show/30363799-fruits-basket-collector-s-edition-vol-10,1,3.1255230125523012,4.7
20,https://www.goodreads.com/book/show/24520.The_Complete_Aubrey_Maturin_Novels,1,3.9068100358422937,4.7
21,https://www.goodreads.com/book/show/7289715-percy-jackson-and-the-olympians-boxed-set,1,4.0606060606060606,4.7
22,https://www.goodreads.com/book/show/70490.Something_Under_the_Bed_is_Drooling,1,3.190537084398977,4.69
23,https://www.goodreads.com/book/show/1025685.The_Absolute_Sandman_Volume_Two,1,3.0213675213675213,4.68
24,https://www.goodreads.com/book/show/24818.The_Days_Are_Just_Packed,1,3.4796959391878377,4.68
25,https://www.goodreads.com/book/show/50323.The_Complete_Far_Side_1980_1994,1,3.2827677977378578,4.68
26,https://www.goodreads.com/book/show/13641963-firefly,1,2.835897435897436,4.67
27,https://www.goodreads.com/book/show/12198712-mercy-thompson-series-collection,1,2.806701030927835,4.67
28,https://www.goodreads.com/book/show/40949894-the-master-plan,1,2.7131147540983607,4.67
29,https://www.goodreads.com/book/show/5309.The_Life_and_Times_of_Scrooge_McDuck,1,3.211904761904762,4.67
30,https://www.goodreads.com/book/show/10954417-the-monster-in-the-hollows,1,2.743502051983584,4.67
31,https://www.goodreads.com/book/show/399068.Andrew_Henry_s_Meadow,1,2.902061855670103,4.67
32,https://www.goodreads.com/book/show/2084211.The_Island_of_the_World,1,3.21160409556314,4.66
33,https://www.goodreads.com/book/show/9329354-the-way-of-kings-part-1,1,2.8933302878026494,4.66
34,https://www.goodreads.com/book/show/2337379.The_Harry_Potter_trilogy,1,3.8662420382165603,4.66
35,https://www.goodreads.com/book/show/91001.The_Battlefield_Where_the_Moon_Says_I_Love_You,1,3.2596153846153846,4.66
36,https://www.goodreads.com/book/show/619933.The_Dwindling_Party,1,2.925373134328358,4.66
37,https://www.goodreads.com/book/show/116654.I_Like_You,1,3.3448275862068964,4.66
38,https://www.goodreads.com/book/show/297226.Autumn_Sonata,1,3.01980198019802,4.66
39,https://www.goodreads.com/book/show/23753.The_Absolute_Sandman_Volume_One,1,2.982356932820629,4.65
40,https://www.goodreads.com/book/show/1321939.The_Ice_Cream_Cone_Coot_and_Other_Rare_Birds,1,3.6285714285714286,4.65
41,https://www.goodreads.com/book/show/12064907-the-mercy-thompson-collection,1,2.587431693989071,4.64
42,https://www.goodreads.com/book/show/30688013-assassin-s-fate,1,2.782334384858044,4.64
43,https://www.goodreads.com/book/show/43070.The_Essential_Calvin_and_Hobbes,1,3.2125837393422656,4.64
44,https://www.goodreads.com/book/show/11872688-vampire-academy,1,3.57196261682243,4.64
45,https://www.goodreads.com/book/show/9948.The_Infinite_Atonement,1,2.9962462462462462,4.64
46,https://www.goodreads.com/book/show/784633.The_Wuggie_Norple_Story,1,3.3,4.64
47,https://www.goodreads.com/book/show/978088.Facing_the_Lion,1,2.78515625,4.64
48,https://www.goodreads.com/book/show/18336700-dissolving-illusions,1,5.298701298701299,4.64
49,https://www.goodreads.com/book/show/17280.The_Feynman_Lectures_on_Physics_Vol_3,1,2.991111111111111,4.63
50,https://www.goodreads.com/book/show/137756.A_Treasury_of_Great_Recipes,1,2.287878787878788,4.63
51,https://www.goodreads.com/book/show/18713259-worm,1,2.996153846153846,4.63
52,https://www.goodreads.com/book/show/6545637-prophets-and-kings,1,3.9814814814814814,4.63
53,https://www.goodreads.com/book/show/9814682-a-song-of-ice-and-fire,1,2.7185769424400066,4.63
54,https://www.goodreads.com/book/show/46292.The_Divan,1,3.851178451178451,4.63
55,https://www.goodreads.com/book/show/1282945.River_Of_Love,1,3.2564102564102564,4.63
56,https://www.goodreads.com/book/show/1490767.The_Feynman_Lectures_on_Physics_Vol_2,1,3.178743961352657,4.63
57,https://www.goodreads.com/book/show/985452.The_Weight_of_a_Mass,1,2.849557522123894,4.63
58,https://www.goodreads.com/book/show/2840491-jim-grant,1,1.6666666666666667,4.63
59,https://www.goodreads.com/book/show/15800524-ouran-high-school-host-club-complete-box-set,1,2.9087947882736156,4.63
60,https://www.goodreads.com/book/show/481749.Jesus_the_Christ,1,3.7305863708399367,4.62
61,https://www.goodreads.com/book/show/136251.Harry_Potter_and_the_Deathly_Hallows,1,2.8586794962594815,4.62
62,https://www.goodreads.com/book/show/34964905-the-sun-does-shine,1,2.526216640502355,4.62
63,https://www.goodreads.com/book/show/49458.Ahead_of_All_Parting,1,2.7389162561576357,4.62
64,https://www.goodreads.com/book/show/44288534-what-is-a-girl-worth,1,2.4713216957605986,4.62
65,https://www.goodreads.com/book/show/46601.An_Echo_in_the_Darkness,1,2.62963282937365,4.62
66,https://www.goodreads.com/book/show/22052520-deadly-secrets,1,7.0,4.62
67,https://www.goodreads.com/book/show/7235533-the-way-of-kings,1,2.9327739613171437,4.62
68,https://www.goodreads.com/book/show/28118570-fruits-basket-collector-s-edition-vol-2,1,2.1243781094527363,4.61
69,https://www.goodreads.com/book/show/842521.Frazz,1,2.0384615384615383,4.61
70,https://www.goodreads.com/book/show/360455.Pawn_in_Frankincense,1,2.811466372657111,4.61
71,https://www.goodreads.com/book/show/6339989-vampire-academy-collection,1,3.057723076923077,4.61
72,https://www.goodreads.com/book/show/17927395-a-court-of-mist-and-fury,1,3.2721414126647663,4.61
73,https://www.goodreads.com/book/show/17278.The_Feynman_Lectures_on_Physics_Vol_1,1,2.9385474860335195,4.61
74,https://www.goodreads.com/book/show/54589.The_Complete_Peanuts_Vol_5,1,2.2751322751322753,4.6
75,https://www.goodreads.com/book/show/16123975-last-stand-of-dead-men,1,2.246451612903226,4.6
76,https://www.goodreads.com/book/show/77727.Calvin_and_Hobbes,1,2.93664030261348,4.6
77,https://www.goodreads.com/book/show/32324555-the-empty-grave,1,1.9692685925015365,4.6
78,https://www.goodreads.com/book/show/54595.The_Complete_Peanuts_Vol_4,1,2.273730684326711,4.6
79,https://www.goodreads.com/book/show/5546.The_Feynman_Lectures_on_Physics,1,2.5712799167533817,4.6
80,https://www.goodreads.com/book/show/2324981.The_Giant_Golden_Book_of_Elves_and_Fairies_with_Assorted_Pixies_Mermaids_Brownies_Witches_and_Leprechauns,1,2.7777777777777777,4.6
81,https://www.goodreads.com/book/show/82871.Love_and_Rockets_Vol_7,1,2.311688311688312,4.6
82,https://www.goodreads.com/book/show/20347555-pete-the-cat-pack,1,3.5,4.6
83,https://www.goodreads.com/book/show/30.J_R_R_Tolkien_4_Book_Boxed_Set,1,2.6587447085097162,4.6
84,https://www.goodreads.com/book/show/17061414-victim-of-grace,1,2.557894736842105,4.6
85,https://www.goodreads.com/book/show/6285955-collected-stories,1,2.471624266144814,4.59
86,https://www.goodreads.com/book/show/20342617-just-mercy,2,2.640096501809409,4.59
87,https://www.goodreads.com/book/show/33831311-jasmine,1,2.084788029925187,4.59
88,https://www.goodreads.com/book/show/71252.The_Kindly_Ones,1,2.175145457257944,4.59
89,https://www.goodreads.com/book/show/529197.The_Art_of_Michael_Whelan,1,2.36697247706422,4.59
90,https://www.goodreads.com/book/show/8885824-modernist-cuisine,1,3.100840336134454,4.59
91,https://www.goodreads.com/book/show/551206.Peanuts_Treasury,1,2.314814814814815,4.59
92,https://www.goodreads.com/book/show/875035.Christina_Katerina_the_Box,1,2.488372093023256,4.59
93,https://www.goodreads.com/book/show/6443349-percy-jackson-and-the-olympians-boxed-set,1,2.5326477512080285,4.59
94,https://www.goodreads.com/book/show/17465709-braiding-sweetgrass,1,2.625157913733983,4.58
95,https://www.goodreads.com/book/show/10579400-yoga-and-vipassana,1,2.791044776119403,4.58
96,https://www.goodreads.com/book/show/351198.The_Ringed_Castle,1,2.1963562753036436,4.58
97,https://www.goodreads.com/book/show/3781901-preying-for-mercy,1,2.2093023255813953,4.58
98,https://www.goodreads.com/book/show/14978955-the-insanity-of-god,1,2.412388392857143,4.58
99,https://www.goodreads.com/book/show/371000.Like_a_Thousand_Suns,1,2.4166666666666665,4.58
100,https://www.goodreads.com/book/show/17961.Collected_Fictions,1,2.4082998661311916,4.58
